Titolo;Contenuto
Metanodotti Sabbioncello - Donada (DN 325) - Variante (DN 300) per collegamento con metanodotto Sabbioncello – Poggio Renatico DN 850 – Allacciamento Comune di Tresigallo (DN 100). Proponente: Snam Rete Gas SpA. Avviso di deposito del progetto definitivo per apposizione del vincolo espropriativo e/o di asservimento e dichiarazione di pubblica utilità. Avviso di deposito degli elaborati di variante agli strumenti urbanistici nell'ambito della procedura di Autorizzazione Unica ai sensi del DPR 327/2001 ;Si comunica che, con istanza di Snam Rete Gas SpA - Distretto Nord Orientale, assunta al P.G. dell’Ente con n. 101172 del 21/12/2012, è stato avviato il procedimento finalizzato al rilascio dell'Autorizzazione Unica alla costruzione ed esercizio del Metanodotto Sabbioncello - Donada DN 325 - della Variante DN 300 per collegamento con metanodotto Sabbioncello – Poggio Renatico DN 850 - e dell’allacciamento al Comune di Tresigallo DN 100.
Procedimento di autorizzazione unica DLgs 387/03, D.M. 10/9/10, L.R. 26/04, L. 241/90 – Impianto alimentato a biomasse legnose (cippato) della potenza elettrica di 480kWe, Via Tonarone, in comune di Montecreto (MO) – Proponente Tecnologie Ambientali Srl. Avviso di deposito;L’Autorità competente, Provincia di Modena - Servizio Valutazioni, Autorizzazioni e Controlli Ambientali Integrati, ai sensi dell’art. 12 del DLgs 387/03, avvisa che il giorno 21/12/2012, la Società Tecnologie Ambientali Srl, con sede legale in Comune di Rimini (RN), Via Melozzo da Forlì n. 36, ha presentato domanda per ottenere l’autorizzazione unica alla realizzazione ed all’esercizio di un impianto per la produzione di energia elettrica alimentato a biomasse legnose (cippato) della potenza di 480kWe, localizzato presso Via Tonarone, in comune di Montecreto (MO).
Procedura di Autorizzazione Unica, ai sensi dell'art.12 del DLgs 387/03, per il “Progetto di impianto mini-idroelettrico sul Fiume Santerno, in località Tosa, Comune di Imola (BO)”. Avviso di deposito, ai sensi dell’art. 14 comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell’ambito della procedura di Valutazione di Impatto Ambientale di cui al Titolo III, artt. 11 ss. L.R. 9/99 e s.m. e i., nonchè di avvio del procedimento per la dichiarazione di pubblica utilità e l'apposizione del vincolo espropriativo sulle aree non disponibili (art. 11, comma 2, DPR 327/01 e s.m.i., art. 11, comma 2, L.R. 37/02.Proponente: Acqua Energia Srl;La Società Acqua Energia Srl, con sede legale in Via Emilia Ponente n. 37 - 48018 Faenza, ha presentato alla Provincia di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/04, una istanza di rilascio (acquisita agli atti il 31/10/2012 e regolarizzata in data 12/12/2012), ai sensi dell’art. 12 DLgs 387/03, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto mini-idroelettrico sul Fiume Santerno, in località Tosa, in Comune di Imola (BO).
"Procedura di Autorizzazione Unica, ai sensi dell'art. 12 del D.Lgs. 387/2003, per il ""Progetto di impianto mini-idroelettrico sul Fiume Santerno, in località Arzella, Comune di Imola (BO)"". Avviso di deposito, ai sensi dell'art. 14 comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell'ambito della procedura di Valutazione di Impatto Ambientale di cui al Titolo III, artt. 11 ss. L.R. 9/99 e s.m. e i., nonchè di avvio del procedimento per la dichiarazione di pubblica utilità e l'apposizione del vincolo espropriativo sulle aree non disponibili (art. 11, comma 2, DPR 327/2001 e s.m.i., art. 11, comma 2, L.R. 37/2002). Proponente: Acqua Energia Srl";La Società Acqua Energia Srl, con sede legale in Via Emilia Ponente, 37 - 48018 Faenza, ha presentato alla Provincia di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/2004, una istanza di rilascio (acquisita agli atti il 31/10/2012 e regolarizzata in data 3/12/2012), ai sensi dell’art. 12 D.Lgs. 387/2003, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto mini-idroelettrico sul Fiume Santerno, in località Arzella, in Comune di Imola (BO).
Procedura di Autorizzazione Unica, ai sensi dell'art. 12 del DLgs 387/03, relativa al progetto di impianto eolico (potenza pari a 20 MWe), in località Il Sasso – Monte la Fine, nei comuni di Castel del Rio, Casalfiumanese e Monterenzio in Provincia di Bologna”. Avviso di deposito, ai sensi dell’art. 14 comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell’ambito della procedura di valutazione di impatto ambientale di cui al Titolo III, artt. 11 e ss, L.R. 9/99 e s.m. e i. Proponente: Tencom Group Srl;Tencom Group Srl - sede legale in Via IV Novembre 23, 41051 Castelnuovo Rangone (MO) - in data 27/9/2012 ha presentato alla Provincia di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/04, una istanza completa di rilascio, ai sensi dell’art. 12, DLgs 387/03, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto eolico (potenza 20 MWe) in località Il Sasso – Monte la Fine, nei comuni di Castel del Rio (BO), Casalfiumanese (BO) e Monterenzio (BO).
Procedura di Valutazione di impatto ambientale (VIA), Titolo III della L. R. n. 9/1999 – Procedura di Autorizzazione Unica DLgs n. 387/2003 – Procedura di concessione di derivazione acque pubbliche R.R. n. 41/2001 – Procedura di autorizzazione alla realizzazione di linee elettriche L.R. n. 10/1993 – Procedura espropriativa DPR 327/2001 e L.R. n. 37/2002 - Procedura di variazione degli strumenti urbanistici L.R. n. 9/1999 e L. R. n. 10/1993. Progetto di impianto idroelettrico sul fiume Trebbia in località San Salvatore ;La Provincia di Piacenza avvisa che sono depositati, per la libera consultazione da parte dei soggetti interessati, lo SIA, il progetto definitivo e gli elaborati prescritti per l’effettuazione della procedura di VIA e di Autorizzazione Unica per la realizzazione e l'esercizio di impianti di produzione energia elettrica alimentati da fonti rinnovabili relativi a:
Procedura in materia di Valutazione di impatto ambientale, L.R. n. 9/99, DLgs 152/06 e successive modifiche ed integrazioni – Procedimento di Autorizzazione Unica DLgs 387/03, D.M. 10/9/2010, L.R. 26/04, L. 241/90 – Progetto di adeguamento funzionale di un impianto di compostaggio con introduzione di una sezione di recupero energetico della potenza di 980 kWe presso l’esistente stabilimento Sara Srl di Via Provinciale Est n. 145, comune di Nonantola (MO) - Proponente: Sara Srl. Archiviazione della VIA e del Procedimento Unico;La Provincia di Modena, Autorità competente ai sensi della vigente L.R. 9/1999, avvisa che il procedimento di VIA ed il Procedimento Unico ex DLgs 387/2003, il cui avvio è stato comunicato con la pubblicazione nel BURERT n. 190 del 21/12/2011, è archiviato secondo quanto esplicitamente richiesto dal proponente con nota trasmessa in data 31/10/2012.
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni. Procedura di Autorizzazione Unica DLgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III - progetto di impianto idroelettrico “Mulino della Gora“ presentato dalla Ditta Italbrevetti Srl – Via Norvegia, 68; 56021 Cascina (PI), dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione impatto e promozione sostenibilità ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali l’effettuazione della procedura di VIA, relativa al progetto: 
Avviso di deposito del progetto di impianto idroelettrico sul fosso Sant'Alessio nel comune di Verghereto, località Ponte Malagamba presentato da GDM Energia Sas di Bartolini Gilberto & C. - Autorizzazione unica DLgs 387/03 con apposizione del vincolo preordinato all'esproprio e dichiarazione di pubblica utilità, indifferibilità ed urgenza delle opere;Si rende noto che la ditta GDM Energia Sas di Bartolini Gilberto & C. - con sede legale in comune di Verghereto (FC), Via Don G. Saragoni, località Alfero - con domanda in data 6/9/2012 (prot. prov. n. 85532/12) come integrata in data 26/9/2012 (prot. prov. n. 91535/12), ha chiesto l'autorizzazione unica per la costruzione ed esercizio, con dichiarazione di pubblica utilità (ai sensi dell'art. 12, comma 1, DLgs 387/03), di un impianto di produzione di energia elettrica da fonte rinnovabile di tipo “idroelettrico” di potenzialità pari a 100 kWp da realizzare in comune di Verghereto, loc. Ponte Malagamba, (identificato catastalmente alle part.lle 32, 37, 39, 51, 52, 53, 73, 91, 99, 101, 102, 103, 105, 125, 127, 128, 130, 134, 135, 139, 140, 146, 157, 158, 160, 161, 162, 164, foglio n. 63 del Comune di Verghereto).
Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 come integrata ai sensi del D.Lgs. 3 aprile 2006, n. 152 e successive modifiche ed integrazioni - Titolo III - Procedura di VIA all’interno della procedura di Autorizzazione Unica per la realizzazione di un impianto di produzione di energia elettrica da fonte rinnovabile eolica nei comuni di Farini e Ferriere (PC);La Provincia di Piacenza, autorità competente per il rilascio dell’Autorizzazione Unica D.Lgs. 387/2003 e la Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale autorità competente per la Valutazione di Impatto Ambientale avvisano che, ai sensi del Titolo III della L.R. 9/99 come integrata ai sensi del DLgs 152/06, modificato dal DLgs 4/08 e ai sensi della art. 3 della L.R. 10/1993, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA e della procedura di Autorizzazione Unica per la costruzione ed esercizio dell’impianto relativi al
"D.Lgs. 387/2003 e s.m.i. - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un Impianto di produzione di energia elettrica eolica di potenza nominale pari a 2,4 Mw denominato ""Parco eolico di Monte Romano"" da realizzare nel comune di Brisighella, Via Monte Romano Snc e relativo elettrodotto di connessione 15 kV in cavo sotterraneo per l'inserimento di una nuova cabina elettrica denominata ""PROEOLICO"" e rifacimento in cavo aereo elicord della linea aerea esistente in conduttori nudi – Proponente: PRO-EOLICO S.r.l.";"La Provincia di Ravenna avvisa che, il giorno 12/8/2011, la ditta PRO-EOLICO S.r.l., con sede legale in Comune di Savignano sul Rubicone, Via della Resistenza, 90, ha presentato istanza con nota Pg n. 67150/2011 del 16/8/2011 e successive integrazioni, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica eolica di potenza nominale pari a 2,4 Mw denominato ""Parco Eolico di Monte Romano"" da realizzare nel comune di Brisighella, Via Monte Romano Snc e relativo elettrodotto di connessione 15 kV in cavo sotterraneo per l'inserimento di una nuova cabina elettrica denominata ""PROEOLICO"" e rifacimento in cavo aereo elicord della linea aerea esistente in conduttori nudi - con allegato il progetto dell'opera ed un elaborato in cui sono elencate le aree interessate dal vincolo espropriativo e i nominativi di coloro che risultano proprietari secondo le risultanze dei registri catastali."
"Variante DN 400 (16"") per rifacimento attraversamento Torrente Idice in T.O.C. (metanodotti Ravenna - Bologna e Fusignano - Castenaso). Avviso di deposito del progetto e degli elaborati identificativi delle aree interessate dal vincolo espropriativo, secondo le risultanze dei registri catastali. Avviso di avvio del procedimento per la dichiarazione di pubblica utilità, l'apposizione del vincolo espropriativo sulle aree non disponibili (art. 11, comma 2, DPR 327/2001 e s.m.i., art. 11, comma 2, L.R. 37/2002). Avviso di deposito degli elaborati di variante agli strumenti urbanistici del Comune di Castenaso nell'ambito della procedura di Autorizzazione Unica ai sensi DPR 327/2001. Proponente: Snam Rete Gas Spa";"La Provincia di Bologna rende noto che con istanza inoltrata all’U.O. Energia ed Emissioni (P.G. 13828 dell'1/2/2012) da SNAM RETE GAS S.p.A., dalla stessa integrata con nota P. G. 149234 del 5/10/2012, è stato avviato presso la scrivente Amministrazione l'iter amministrativo per il rilascio dell'Autorizzazione Unica alla costruzione ed esercizio dei nuovi metanodotti di “ Variante DN 400 (16"") per rifacimento attraversamento Torrente Idice in T.O.C. (metanodotti Ravenna - Bologna e Fusignano - Castenaso)”, ai sensi dell'art. 52sexies del DPR n. 327/2001, che terrà luogo di variante agli strumenti urbanistici comunali vigenti, di dichiarazione di pubblica utilità ed apposizione del vincolo preordinato all'esproprio/servitù coattiva/occupazione temporanea delle aree individuate nell'elaborato allegato, in cui sono indicate le aree da espropriare e i nominativi di coloro che risultano proprietari secondo le risultanze dei registri catastali."
Procedura di Autorizzazione Unica ex art. 12 del DLgs 387/2003 alla costruzione ed esercizio dell'impianto eolico (infrastrutture ed opere connesse) proposto da Enel Green Power SpA (potenza nominale 16,1 MWe) in località Fontanavidola (comuni di Camugnano e Castiglione Pepoli). Integrazione dell'avviso al pubblico di avvio della procedura per la dichiarazione di pubblica utilità e l'apposizione del vincolo preordinato all'esproprio/asservimento coattivo/occupazione temporanea ex art. 11, comma 2, DPR 327/2001 e s.m.i. e art. 11, comma 2, L.R. 37/2002 e di deposito dei nuovi elaborati relativi all'apposizione del vincolo espropriativo sulle aree interessate ;A seguito della modifiche progettuali consegnate in data 24/8/2012, dal proponente Enel Green Power SpA ai membri della Conferenza dei Servizi presieduta dalla Regione Emilia-Romagna quale Autorità competente per la procedura di VIA relativa al progetto in oggetto, a complemento dell'avviso pubblicato a cura della Provincia di Bologna nel BURER n. 41 del 14/3/2012, il Dirigente del Servizio Tutela Ambientale e Sanzioni della Provincia di Bologna, avvisa che viene pubblicato il piano particellare comprensivo dell'elenco delle nuove proprietà interessate dalla procedura di dichiarazione di pubblica utilità ed apposizione del vincolo espropriativo sulle aree interessate dall'impianto eolico, opere ed infrastrutture connesse.
